year,sex,name,n,rank,nation
2005,M,Jay,820,81,England & Wales
2005,F,Ava,657,82,England & Wales
2005,M,Elliot,797,82,England & Wales
2005,F,Amelie,655,83,England & Wales
2005,M,Luca,784,83,England & Wales
2005,F,Lydia,649,84,England & Wales
2005,M,Jayden,769,84,England & Wales
2005,F,Zara,640,85,England & Wales
2005,M,Taylor,761,85,England & Wales
2005,F,Gracie,637,86,England & Wales
2005,M,Dominic,756,86,England & Wales
2005,F,Alexandra,634,87,England & Wales
2005,M,Ellis,754,87,England & Wales
2005,F,Skye,631,88,England & Wales
2005,M,Andrew,723,88,England & Wales
2005,F,Matilda,620,89,England & Wales
2005,M,Sebastian,692,89,England & Wales
2005,F,Lola,613,90,England & Wales
2005,M,Ewan,677,90,England & Wales
2005,F,Morgan,594,91,England & Wales
2005,M,Corey,665,91,England & Wales
2005,F,Kiera,588,92,England & Wales
2005,M,Patrick,651,92,England & Wales
2005,F,Eloise,583,93,England & Wales
2005,M,Jonathan,650,93,England & Wales
2005,F,Laura,571,94,England & Wales
2005,M,Sean,638,94,England & Wales
2005,F,Tilly,557,95,England & Wales
2005,M,Zachary,625,95,England & Wales
2005,F,Sofia,542,96,England & Wales
2005,M,Gabriel,611,96,England & Wales
2005,F,Layla,530,97,England & Wales
2005,M,Evan,607,97,England & Wales
2005,F,Maya,527,98,England & Wales
2005,M,Frederick,606,98,England & Wales
2005,F,Kayleigh,524,99,England & Wales
2005,M,Scott,595,99,England & Wales
2005,F,Naomi,510,100,England & Wales
2005,M,Zak,582,100,England & Wales
2006,F,Grace,5026,1,England & Wales
2006,M,Jack,7804,1,England & Wales
2006,F,Olivia,4961,2,England & Wales
2006,M,Thomas,6616,2,England & Wales
2006,F,Jessica,4908,3,England & Wales
2006,M,Joshua,6519,3,England & Wales
2006,F,Ruby,4511,4,England & Wales
2006,M,Oliver,5898,4,England & Wales
2006,F,Emily,4474,5,England & Wales
2006,M,Harry,5639,5,England & Wales
2006,F,Sophie,4309,6,England & Wales
2006,M,James,5411,6,England & Wales
2006,F,Chloe,4031,7,England & Wales
2006,M,William,4886,7,England & Wales
2006,F,Lucy,3506,8,England & Wales
2006,M,Daniel,4844,8,England & Wales
2006,M,Samuel,4844,8,England & Wales
2006,F,Lily,3407,9,England & Wales
2006,F,Ellie,3339,10,England & Wales
2006,M,Charlie,4734,10,England & Wales
2006,F,Ella,3286,11,England & Wales
2006,M,Joseph,4279,11,England & Wales
2006,F,Charlotte,3233,12,England & Wales
2006,M,Benjamin,4188,12,England & Wales
2006,F,Katie,3068,13,England & Wales
2006,M,Callum,3937,13,England & Wales
2006,F,Mia,2975,14,England & Wales
2006,M,George,3787,14,England & Wales
2006,F,Hannah,2946,15,England & Wales
2006,M,Jake,3747,15,England & Wales
2006,F,Amelia,2907,16,England & Wales
2006,M,Alfie,3702,16,England & Wales
2006,F,Megan,2827,17,England & Wales
2006,M,Luke,3475,17,England & Wales
2006,F,Holly,2329,18,England & Wales
2006,M,Ethan,3400,18,England & Wales
2006,M,Matthew,3400,18,England & Wales
2006,F,Amy,2318,19,England & Wales
2006,F,Isabella,2306,20,England & Wales
2006,M,Mohammed,3239,20,England & Wales
2006,F,Evie,2239,21,England & Wales
2006,M,Lewis,3238,21,England & Wales
2006,F,Millie,2210,22,England & Wales
2006,M,Jacob,3193,22,England & Wales
2006,F,Abigail,2147,23,England & Wales
2006,M,Dylan,3103,23,England & Wales
2006,F,Freya,2067,24,England & Wales
2006,M,Alexander,3059,24,England & Wales
2006,F,Molly,1995,25,England & Wales
2006,M,Ryan,2761,25,England & Wales
2006,F,Daisy,1990,26,England & Wales
2006,M,Adam,2674,26,England & Wales
2006,F,Emma,1989,27,England & Wales
2006,M,Tyler,2353,27,England & Wales
2006,F,Erin,1985,28,England & Wales
2006,M,Harvey,2325,28,England & Wales
2006,F,Isabelle,1945,29,England & Wales
2006,M,Max,2248,29,England & Wales
2006,F,Poppy,1794,30,England & Wales
2006,M,Cameron,2096,30,England & Wales
2006,F,Jasmine,1750,31,England & Wales
2006,M,Jamie,2068,31,England & Wales
2006,F,Phoebe,1634,32,England & Wales
2006,M,Liam,2063,32,England & Wales
2006,F,Keira,1622,33,England & Wales
2006,M,Leo,2047,33,England & Wales
2006,F,Leah,1592,34,England & Wales
2006,M,Owen,1965,34,England & Wales
2006,F,Caitlin,1581,35,England & Wales
2006,M,Connor,1951,35,England & Wales
2006,F,Rebecca,1575,36,England & Wales
2006,M,Harrison,1926,36,England & Wales
2006,F,Georgia,1559,37,England & Wales
2006,M,Nathan,1894,37,England & Wales
2006,F,Lauren,1512,38,England & Wales
2006,M,Ben,1845,38,England & Wales
2006,F,Amber,1494,39,England & Wales
2006,M,Henry,1798,39,England & Wales
2006,F,Madison,1490,40,England & Wales
2006,M,Archie,1739,40,England & Wales
2006,F,Elizabeth,1476,41,England & Wales
2006,M,Michael,1666,41,England & Wales
2006,F,Eleanor,1388,42,England & Wales
2006,M,Edward,1659,42,England & Wales
2006,F,Bethany,1371,43,England & Wales
2006,M,Muhammad,1636,43,England & Wales
2006,F,Scarlett,1283,44,England & Wales
2006,M,Aaron,1620,44,England & Wales
2006,F,Isabel,1281,45,England & Wales
2006,M,Kyle,1565,45,England & Wales
2006,F,Paige,1266,46,England & Wales
2006,M,Oscar,1523,46,England & Wales
2006,F,Alice,1180,47,England & Wales
2006,M,Noah,1511,47,England & Wales
2006,F,Imogen,1176,48,England & Wales
2006,M,Lucas,1493,48,England & Wales
2006,F,Sophia,1137,49,England & Wales
2006,M,Rhys,1451,49,England & Wales
2006,F,Anna,1130,50,England & Wales
2006,M,Charles,1443,50,England & Wales
2006,F,Lola,1101,51,England & Wales
2006,M,Bradley,1409,51,England & Wales
2006,F,Libby,1100,52,England & Wales
2006,M,Toby,1388,52,England & Wales
2006,F,Maisie,1065,53,England & Wales
2006,M,Brandon,1357,53,England & Wales
2006,F,Isobel,1047,54,England & Wales
2006,M,Louis,1350,54,England & Wales
2006,F,Brooke,1020,55,England & Wales
2006,M,Isaac,1333,55,England & Wales
2006,F,Tia,1008,56,England & Wales
2006,M,Reece,1311,56,England & Wales
2006,F,Alisha,986,57,England & Wales
2006,M,Alex,1293,57,England & Wales
2006,F,Sarah,976,58,England & Wales
2006,M,Kieran,1274,58,England & Wales
2006,F,Gracie,973,59,England & Wales
2006,M,Finlay,1262,59,England & Wales
2006,F,Ava,966,60,England & Wales
2006,M,Finley,1242,60,England & Wales
2006,F,Faith,952,61,England & Wales
2006,M,Logan,1232,61,England & Wales
2006,F,Summer,937,62,England & Wales
2006,M,Mason,1230,62,England & Wales
2006,F,Niamh,932,63,England & Wales
2006,M,Kai,1213,63,England & Wales
2006,F,Eve,930,64,England & Wales
2006,M,Riley,1187,64,England & Wales
2006,F,Aimee,918,65,England & Wales
2006,M,Freddie,1129,65,England & Wales
2006,F,Courtney,910,66,England & Wales
2006,M,Jayden,1125,66,England & Wales
2006,F,Maddison,881,67,England & Wales
2006,M,David,1112,67,England & Wales
2006,F,Rosie,880,68,England & Wales
2006,M,Harley,1092,68,England & Wales
2006,F,Sienna,870,69,England & Wales
2006,M,Kian,1043,69,England & Wales
2006,F,Matilda,848,70,England & Wales
2006,M,Mohammad,1033,70,England & Wales
2006,F,Lilly,842,71,England & Wales
2006,M,Bailey,990,71,England & Wales
2006,F,Madeleine,822,72,England & Wales
2006,M,Sam,952,72,England & Wales
2006,F,Shannon,820,73,England & Wales
2006,M,John,905,73,England & Wales
2006,F,Zoe,799,74,England & Wales
2006,M,Joel,897,74,England & Wales
2006,F,Eva,790,75,England & Wales
2006,M,Robert,890,75,England & Wales
2006,F,Skye,775,76,England & Wales
2006,M,Leon,884,76,England & Wales
2006,F,Nicole,772,77,England & Wales
2006,M,Ellis,876,77,England & Wales
2006,F,Amelie,751,78,England & Wales
2006,M,Joe,844,78,England & Wales
2006,F,Maya,735,79,England & Wales
2006,M,Taylor,839,79,England & Wales
2006,F,Abbie,727,80,England & Wales
2006,F,Zara,727,80,England & Wales
2006,M,Corey,834,80,England & Wales
2006,M,Luca,826,81,England & Wales
2006,F,Harriet,720,82,England & Wales
2006,M,Billy,825,82,England & Wales
2006,F,Hollie,718,83,England & Wales
2006,M,Christopher,824,83,England & Wales
2006,F,Rachel,684,84,England & Wales
2006,M,Ashton,817,84,England & Wales
2006,F,Francesca,677,85,England & Wales
2006,M,Evan,813,85,England & Wales
2006,F,Lydia,652,86,England & Wales
2006,M,Aidan,804,86,England & Wales
2006,F,Alicia,646,87,England & Wales
2006,M,Elliot,786,87,England & Wales
2006,F,Sofia,630,88,England & Wales
2006,M,Morgan,772,88,England & Wales
2006,F,Alexandra,602,89,England & Wales
2006,M,Hayden,769,89,England & Wales
2006,F,Layla,599,90,England & Wales
2006,M,Jay,756,90,England & Wales
2006,F,Natasha,585,91,England & Wales
2006,M,Theo,751,91,England & Wales
2006,F,Mollie,582,92,England & Wales
2006,M,Dominic,734,92,England & Wales
2006,F,Isla,575,93,England & Wales
2006,M,Zachary,727,93,England & Wales
2006,F,Morgan,571,94,England & Wales
2006,M,Sebastian,715,94,England & Wales
2006,F,Demi,562,95,England & Wales
2006,M,Sean,714,95,England & Wales
2006,F,Martha,539,96,England & Wales
2006,F,Tilly,539,96,England & Wales
2006,M,Andrew,681,96,England & Wales
2006,M,Reuben,680,97,England & Wales
2006,F,Lara,528,98,England & Wales
2006,F,Tegan,528,98,England & Wales
2006,M,Gabriel,658,98,England & Wales
2006,M,Frederick,619,99,England & Wales
2006,F,Eloise,527,100,England & Wales
2006,M,Ewan,594,100,England & Wales
2007,F,Ruby,4983,1,England & Wales
2007,M,Jack,7606,1,England & Wales
2007,F,Grace,4939,2,England & Wales
2007,M,Thomas,6530,2,England & Wales
2007,F,Olivia,4814,3,England & Wales
2007,M,Oliver,6438,3,England & Wales
2007,F,Emily,4732,4,England & Wales
2007,M,Joshua,6038,4,England & Wales
2007,F,Jessica,4595,5,England & Wales
2007,M,Harry,5851,5,England & Wales
2007,F,Sophie,4188,6,England & Wales
2007,M,Daniel,5205,6,England & Wales
2007,F,Chloe,4019,7,England & Wales
2007,M,Charlie,5194,7,England & Wales
2007,F,Lily,4011,8,England & Wales
2007,M,William,5148,8,England & Wales
2007,F,Ella,3671,9,England & Wales
2007,M,James,5136,9,England & Wales
2007,F,Amelia,3250,10,England & Wales
2007,M,Alfie,5014,10,England & Wales
2007,F,Lucy,3178,11,England & Wales
2007,M,Samuel,4825,11,England & Wales
2007,F,Charlotte,3055,12,England & Wales
2007,M,George,3939,12,England & Wales
2007,F,Mia,2970,13,England & Wales
2007,M,Joseph,3871,13,England & Wales
2007,F,Ellie,2955,14,England & Wales
2007,M,Benjamin,3638,14,England & Wales
2007,F,Evie,2936,15,England & Wales
2007,M,Ethan,3544,15,England & Wales
2007,F,Hannah,2701,16,England & Wales
2007,M,Lewis,3468,16,England & Wales
2007,F,Megan,2524,17,England & Wales
2007,M,Mohammed,3436,17,England & Wales
2007,F,Katie,2522,18,England & Wales
2007,M,Jake,3351,18,England & Wales
2007,F,Isabella,2364,19,England & Wales
2007,M,Dylan,3256,19,England & Wales
2007,F,Holly,2237,20,England & Wales
2007,M,Jacob,3155,20,England & Wales
2007,F,Isabelle,2161,21,England & Wales
2007,M,Luke,3125,21,England & Wales
2007,F,Millie,2125,22,England & Wales
2007,M,Alexander,3087,22,England & Wales
2007,F,Amy,2031,23,England & Wales
2007,M,Callum,3055,23,England & Wales
2007,F,Abigail,2013,24,England & Wales
2007,M,Matthew,2969,24,England & Wales
2007,F,Daisy,1988,25,England & Wales
2007,M,Ryan,2817,25,England & Wales
2007,F,Freya,1949,26,England & Wales
2007,M,Adam,2449,26,England & Wales
2007,F,Erin,1888,27,England & Wales
2007,M,Liam,2401,27,England & Wales
2007,F,Poppy,1886,28,England & Wales
2007,M,Tyler,2396,28,England & Wales
2007,F,Emma,1854,29,England & Wales
2007,M,Harvey,2189,29,England & Wales
2007,F,Molly,1845,30,England & Wales
2007,M,Harrison,2123,30,England & Wales
2007,F,Phoebe,1769,31,England & Wales
2007,M,Max,2121,31,England & Wales
2007,F,Jasmine,1695,32,England & Wales
2007,M,Jayden,2118,32,England & Wales
2007,F,Imogen,1568,33,England & Wales
2007,M,Archie,1948,33,England & Wales
2007,F,Caitlin,1561,34,England & Wales
2007,M,Cameron,1919,34,England & Wales
2007,F,Madison,1410,35,England & Wales
2007,M,Henry,1867,35,England & Wales
2007,F,Elizabeth,1409,36,England & Wales
2007,M,Jamie,1821,36,England & Wales
2007,F,Sophia,1398,37,England & Wales
2007,M,Connor,1817,37,England & Wales
2007,F,Ava,1377,38,England & Wales
2007,M,Muhammad,1815,38,England & Wales
2007,F,Leah,1375,39,England & Wales
2007,M,Lucas,1782,39,England & Wales
2007,F,Scarlett,1369,40,England & Wales
2007,M,Edward,1780,40,England & Wales
2007,F,Keira,1354,41,England & Wales
2007,M,Oscar,1777,41,England & Wales
2007,F,Georgia,1313,42,England & Wales
2007,M,Isaac,1762,42,England & Wales
2007,F,Alice,1303,43,England & Wales
2007,M,Leo,1697,43,England & Wales
2007,F,Summer,1288,44,England & Wales
2007,M,Nathan,1689,44,England & Wales
2007,F,Isabel,1270,45,England & Wales
2007,M,Owen,1677,45,England & Wales
2007,F,Lola,1246,46,England & Wales
2007,M,Finley,1643,46,England & Wales
2007,F,Rebecca,1237,47,England & Wales
2007,M,Michael,1600,47,England & Wales
2007,F,Amber,1236,48,England & Wales
2007,M,Ben,1585,48,England & Wales
2007,F,Eleanor,1235,49,England & Wales
2007,M,Aaron,1509,49,England & Wales
2007,F,Bethany,1234,50,England & Wales
2007,M,Noah,1480,50,England & Wales
2007,F,Lauren,1225,51,England & Wales
2007,M,Kyle,1478,51,England & Wales
2007,F,Eva,1215,52,England & Wales
2007,M,Toby,1477,52,England & Wales
2007,F,Brooke,1182,53,England & Wales
2007,M,Logan,1468,53,England & Wales
2007,F,Lilly,1171,54,England & Wales
2007,M,Charles,1454,54,England & Wales
2007,F,Paige,1167,55,England & Wales
2007,M,Mason,1450,55,England & Wales
2007,F,Libby,1117,56,England & Wales
2007,M,Rhys,1426,56,England & Wales
2007,F,Isobel,1095,57,England & Wales
2007,M,Riley,1400,57,England & Wales
2007,F,Anna,1052,58,England & Wales
2007,M,Alex,1355,58,England & Wales
2007,F,Amelie,1039,59,England & Wales
2007,M,Finlay,1343,59,England & Wales
2007,F,Maisie,1026,60,England & Wales
2007,M,Louis,1338,60,England & Wales
2007,F,Rosie,987,61,England & Wales
2007,M,Kieran,1281,61,England & Wales
2007,F,Matilda,981,62,England & Wales
2007,M,Kai,1198,62,England & Wales
2007,F,Sienna,971,63,England & Wales
2007,M,David,1188,63,England & Wales
2007,F,Maddison,967,64,England & Wales
2007,M,Freddie,1175,64,England & Wales
2007,F,Isla,964,65,England & Wales
2007,M,Reece,1172,65,England & Wales
2007,F,Tia,932,66,England & Wales
2007,M,Brandon,1167,66,England & Wales
2007,F,Skye,930,67,England & Wales
2007,M,Kian,1126,67,England & Wales
2007,F,Gracie,928,68,England & Wales
2007,M,Bradley,1098,68,England & Wales
2007,F,Niamh,901,69,England & Wales
2007,M,Harley,1091,69,England & Wales
2007,F,Sarah,897,70,England & Wales
2007,F,Zara,897,70,England & Wales
2007,M,Bailey,1079,70,England & Wales
2007,M,Mohammad,1026,71,England & Wales
2007,F,Alisha,883,72,England & Wales
2007,M,Luca,999,72,England & Wales
2007,F,Faith,821,73,England & Wales
2007,F,Harriet,821,73,England & Wales
2007,M,Theo,974,73,England & Wales
2007,M,Leon,907,74,England & Wales
2007,F,Eve,805,75,England & Wales
2007,M,John,905,75,England & Wales
2007,F,Aimee,800,76,England & Wales
2007,M,Sam,869,76,England & Wales
2007,F,Lacey,771,77,England & Wales
2007,M,Hayden,868,77,England & Wales
2007,F,Maya,759,78,England & Wales
2007,M,Aidan,867,78,England & Wales
2007,F,Courtney,756,79,England & Wales
2007,M,Ashton,862,79,England & Wales
2007,F,Zoe,751,80,England & Wales
2007,M,Joel,858,80,England & Wales
2007,F,Sofia,746,81,England & Wales
2007,M,Evan,857,81,England & Wales
2007,F,Layla,715,82,England & Wales
2007,M,Zachary,854,82,England & Wales
2007,F,Hollie,710,83,England & Wales
2007,M,Ellis,851,83,England & Wales
2007,F,Madeleine,707,84,England & Wales
2007,F,Nicole,707,84,England & Wales
2007,M,Robert,831,84,England & Wales
2007,M,Joe,822,85,England & Wales
2007,F,Lydia,667,86,England & Wales
2007,M,Christopher,814,86,England & Wales
2007,F,Martha,658,87,England & Wales
2007,M,Sebastian,798,87,England & Wales
2007,F,Abbie,655,88,England & Wales
2007,M,Reuben,791,88,England & Wales
2007,F,Francesca,620,89,England & Wales
2007,M,Billy,786,89,England & Wales
2007,F,Lexie,607,90,England & Wales
2007,M,Taylor,784,90,England & Wales
2007,F,Shannon,602,91,England & Wales
2007,M,Elliot,776,91,England & Wales
2007,F,Julia,601,92,England & Wales
2007,M,Gabriel,758,92,England & Wales
2007,F,Maria,579,93,England & Wales
2007,M,Corey,702,93,England & Wales
2007,F,Alexandra,578,94,England & Wales
2007,M,Morgan,701,94,England & Wales
2007,F,Rose,576,95,England & Wales
2007,M,Jay,674,95,England & Wales
2007,F,Alicia,570,96,England & Wales
2007,M,Louie,668,96,England & Wales
2007,F,Tilly,554,97,England & Wales
2007,M,Sean,664,97,England & Wales
2007,F,Rachel,537,98,England & Wales
2007,M,Dominic,655,98,England & Wales
2007,F,Victoria,535,99,England & Wales
2007,M,Andrew,629,99,England & Wales
2007,F,Evelyn,534,100,England & Wales
2007,M,Frederick,627,100,England & Wales
2008,F,Olivia,5325,1,England & Wales
2008,M,Jack,8010,1,England & Wales
2008,F,Ruby,4931,2,England & Wales
2008,M,Oliver,7417,2,England & Wales
2008,F,Emily,4881,3,England & Wales
2008,M,Thomas,6062,3,England & Wales
2008,F,Grace,4775,4,England & Wales
2008,M,Harry,6008,4,England & Wales
2008,F,Jessica,4672,5,England & Wales
2008,M,Joshua,5716,5,England & Wales
2008,F,Chloe,4605,6,England & Wales
2008,M,Alfie,5566,6,England & Wales
2008,F,Sophie,4380,7,England & Wales
2008,M,Charlie,5291,7,England & Wales
2008,F,Lily,4047,8,England & Wales
2008,M,Daniel,5191,8,England & Wales
2008,F,Amelia,3440,9,England & Wales
2008,M,James,5170,9,England & Wales
2008,F,Evie,3281,10,England & Wales
2008,M,William,5169,10,England & Wales
2008,F,Mia,3121,11,England & Wales
2008,M,Samuel,4624,11,England & Wales
2008,F,Ella,3042,12,England & Wales
2008,M,George,4214,12,England & Wales
2008,F,Charlotte,2939,13,England & Wales
2008,M,Joseph,3764,13,England & Wales
2008,F,Lucy,2876,14,England & Wales
2008,M,Lewis,3482,14,England & Wales
2008,F,Megan,2515,15,England & Wales
2008,M,Ethan,3451,15,England & Wales
2008,F,Ellie,2505,16,England & Wales
2008,M,Mohammed,3442,16,England & Wales
2008,F,Isabelle,2460,17,England & Wales
2008,M,Dylan,3373,17,England & Wales
2008,F,Isabella,2424,18,England & Wales
2008,M,Benjamin,3275,18,England & Wales
2008,F,Hannah,2335,19,England & Wales
2008,M,Alexander,3215,19,England & Wales
2008,F,Katie,2324,20,England & Wales
2008,M,Jacob,3127,20,England & Wales
2008,F,Ava,2314,21,England & Wales
2008,M,Ryan,3048,21,England & Wales
2008,F,Holly,2275,22,England & Wales
2008,M,Liam,2986,22,England & Wales
2008,F,Summer,2270,23,England & Wales
2008,M,Jake,2793,23,England & Wales
2008,F,Millie,2177,24,England & Wales
2008,M,Max,2708,24,England & Wales
2008,F,Daisy,2134,25,England & Wales
2008,M,Luke,2582,25,England & Wales
2008,F,Phoebe,2116,26,England & Wales
2008,M,Tyler,2575,26,England & Wales
2008,F,Freya,2111,27,England & Wales
2008,M,Callum,2543,27,England & Wales
2008,F,Poppy,1975,28,England & Wales
2008,M,Matthew,2531,28,England & Wales
2008,F,Abigail,1973,29,England & Wales
2008,M,Jayden,2519,29,England & Wales
2008,F,Erin,1818,30,England & Wales
2008,M,Oscar,2432,30,England & Wales
2008,F,Emma,1744,31,England & Wales
2008,M,Archie,2316,31,England & Wales
2008,F,Molly,1737,32,England & Wales
2008,M,Adam,2313,32,England & Wales
2008,F,Imogen,1712,33,England & Wales
2008,M,Riley,2203,33,England & Wales
2008,F,Amy,1702,34,England & Wales
2008,M,Harvey,2195,34,England & Wales
2008,F,Jasmine,1656,35,England & Wales
2008,M,Harrison,2153,35,England & Wales
2008,F,Isla,1599,36,England & Wales
2008,M,Lucas,2103,36,England & Wales
2008,F,Scarlett,1574,37,England & Wales
2008,M,Muhammad,2081,37,England & Wales
2008,F,Leah,1559,38,England & Wales
2008,M,Henry,2003,38,England & Wales
2008,F,Sophia,1510,39,England & Wales
2008,M,Isaac,1948,39,England & Wales
2008,F,Elizabeth,1509,40,England & Wales
2008,M,Leo,1903,40,England & Wales
2008,F,Eva,1505,41,England & Wales
2008,M,Connor,1877,41,England & Wales
2008,F,Brooke,1484,42,England & Wales
