year,sex,name,n,rank,nation
2009,F,Keira,973,63,England & Wales
2009,F,Anna,972,64,England & Wales
2009,M,David,1072,64,England & Wales
2009,F,Paige,944,65,England & Wales
2009,M,Ben,1069,65,England & Wales
2009,F,Maya,942,66,England & Wales
2009,M,Louis,1067,66,England & Wales
2009,F,Lacey,933,67,England & Wales
2009,M,Zachary,1020,67,England & Wales
2009,F,Maddison,928,68,England & Wales
2009,M,Kai,1012,68,England & Wales
2009,F,Lexie,926,69,England & Wales
2009,M,Ashton,1005,69,England & Wales
2009,F,Aimee,901,70,England & Wales
2009,M,Evan,973,70,England & Wales
2009,F,Skye,895,71,England & Wales
2009,M,Kian,956,71,England & Wales
2009,F,Tia,885,72,England & Wales
2009,M,Luca,936,72,England & Wales
2009,F,Faith,869,73,England & Wales
2009,M,Aiden,900,73,England & Wales
2009,F,Sofia,866,74,England & Wales
2009,M,Kyle,892,74,England & Wales
2009,F,Zara,832,75,England & Wales
2009,M,Gabriel,886,75,England & Wales
2009,F,Niamh,824,76,England & Wales
2009,M,Reece,867,76,England & Wales
2009,F,Rebecca,810,77,England & Wales
2009,M,Hayden,864,77,England & Wales
2009,F,Libby,794,78,England & Wales
2009,M,Aidan,858,78,England & Wales
2009,F,Sarah,793,79,England & Wales
2009,M,Reuben,854,79,England & Wales
2009,F,Florence,788,80,England & Wales
2009,M,Joel,836,80,England & Wales
2009,F,Martha,780,81,England & Wales
2009,M,Bailey,822,81,England & Wales
2009,F,Hollie,775,82,England & Wales
2009,M,Brandon,801,82,England & Wales
2009,F,Zoe,772,83,England & Wales
2009,M,John,762,83,England & Wales
2009,F,Julia,766,84,England & Wales
2009,M,Louie,757,84,England & Wales
2009,F,Evelyn,723,85,England & Wales
2009,M,Ellis,756,85,England & Wales
2009,F,Tilly,703,86,England & Wales
2009,M,Kieran,752,86,England & Wales
2009,F,Alexandra,692,87,England & Wales
2009,M,Elliot,738,87,England & Wales
2009,F,Nicole,691,88,England & Wales
2009,M,Sam,735,88,England & Wales
2009,F,Harriet,690,89,England & Wales
2009,M,Taylor,731,89,England & Wales
2009,F,Emilia,673,90,England & Wales
2009,M,Bradley,730,90,England & Wales
2009,F,Lydia,639,91,England & Wales
2009,M,Robert,719,91,England & Wales
2009,F,Eve,638,92,England & Wales
2009,M,Joe,713,92,England & Wales
2009,F,Maria,633,93,England & Wales
2009,M,Arthur,712,93,England & Wales
2009,F,Rose,619,94,England & Wales
2009,M,Christopher,651,94,England & Wales
2009,F,Esme,615,95,England & Wales
2009,M,Ewan,636,95,England & Wales
2009,F,Alisha,611,96,England & Wales
2009,M,Frederick,635,96,England & Wales
2009,F,Heidi,608,97,England & Wales
2009,M,Morgan,634,97,England & Wales
2009,F,Francesca,598,98,England & Wales
2009,M,Jude,627,98,England & Wales
2009,M,Stanley,627,98,England & Wales
2009,F,Sara,553,99,England & Wales
2009,F,Mya,550,100,England & Wales
2009,M,Austin,626,100,England & Wales
2010,F,Olivia,5279,1,England & Wales
2010,M,Oliver,8427,1,England & Wales
2010,F,Sophie,4469,2,England & Wales
2010,M,Jack,7031,2,England & Wales
2010,F,Emily,4310,3,England & Wales
2010,M,Harry,6862,3,England & Wales
2010,F,Lily,4257,4,England & Wales
2010,M,Alfie,5478,4,England & Wales
2010,F,Amelia,4227,5,England & Wales
2010,M,Charlie,5410,5,England & Wales
2010,F,Jessica,4102,6,England & Wales
2010,M,Thomas,5307,6,England & Wales
2010,F,Ruby,3961,7,England & Wales
2010,M,William,5256,7,England & Wales
2010,F,Chloe,3883,8,England & Wales
2010,M,Joshua,5217,8,England & Wales
2010,F,Grace,3722,9,England & Wales
2010,M,George,4542,9,England & Wales
2010,F,Evie,3469,10,England & Wales
2010,M,James,4351,10,England & Wales
2010,F,Ava,3438,11,England & Wales
2010,M,Daniel,4330,11,England & Wales
2010,F,Isabella,3395,12,England & Wales
2010,M,Jacob,4308,12,England & Wales
2010,F,Mia,3009,13,England & Wales
2010,M,Ethan,4166,13,England & Wales
2010,F,Maisie,2930,14,England & Wales
2010,M,Samuel,4144,14,England & Wales
2010,F,Daisy,2797,15,England & Wales
2010,M,Joseph,3496,15,England & Wales
2010,F,Poppy,2706,16,England & Wales
2010,M,Dylan,3147,16,England & Wales
2010,F,Isabelle,2689,17,England & Wales
2010,M,Mohammed,3105,17,England & Wales
2010,F,Ella,2601,18,England & Wales
2010,M,Noah,3084,18,England & Wales
2010,F,Freya,2574,19,England & Wales
2010,M,Lucas,3035,19,England & Wales
2010,M,Oscar,3035,19,England & Wales
2010,F,Charlotte,2572,20,England & Wales
2010,F,Lucy,2544,21,England & Wales
2010,M,Alexander,3025,21,England & Wales
2010,F,Isla,2384,22,England & Wales
2010,M,Benjamin,3005,22,England & Wales
2010,F,Megan,2223,23,England & Wales
2010,M,Max,2707,23,England & Wales
2010,F,Scarlett,2133,24,England & Wales
2010,M,Archie,2692,24,England & Wales
2010,F,Holly,2055,25,England & Wales
2010,M,Riley,2690,25,England & Wales
2010,F,Imogen,2045,26,England & Wales
2010,M,Jayden,2567,26,England & Wales
2010,F,Sophia,2031,27,England & Wales
2010,M,Lewis,2565,27,England & Wales
2010,F,Phoebe,2027,28,England & Wales
2010,M,Logan,2534,28,England & Wales
2010,F,Ellie,2026,29,England & Wales
2010,M,Jake,2510,29,England & Wales
2010,F,Summer,1852,30,England & Wales
2010,M,Ryan,2489,30,England & Wales
2010,F,Hannah,1749,31,England & Wales
2010,M,Muhammad,2451,31,England & Wales
2010,F,Millie,1733,32,England & Wales
2010,M,Tyler,2326,32,England & Wales
2010,F,Lola,1654,33,England & Wales
2010,M,Liam,2253,33,England & Wales
2010,F,Abigail,1632,34,England & Wales
2010,M,Henry,2239,34,England & Wales
2010,F,Erin,1621,35,England & Wales
2010,M,Finley,2189,35,England & Wales
2010,F,Lacey,1571,36,England & Wales
2010,M,Leo,2123,36,England & Wales
2010,F,Eva,1545,37,England & Wales
2010,M,Isaac,2115,37,England & Wales
2010,F,Amy,1540,38,England & Wales
2010,M,Luke,2090,38,England & Wales
2010,F,Lilly,1512,39,England & Wales
2010,M,Adam,2088,39,England & Wales
2010,F,Katie,1487,40,England & Wales
2010,M,Callum,2044,40,England & Wales
2010,F,Jasmine,1466,41,England & Wales
2010,M,Matthew,1984,41,England & Wales
2010,F,Molly,1454,42,England & Wales
2010,M,Harrison,1943,42,England & Wales
2010,F,Alice,1441,43,England & Wales
2010,M,Edward,1903,43,England & Wales
2010,F,Layla,1419,44,England & Wales
2010,M,Connor,1766,44,England & Wales
2010,F,Brooke,1410,45,England & Wales
2010,M,Freddie,1716,45,England & Wales
2010,F,Lexi,1408,46,England & Wales
2010,M,Mason,1712,46,England & Wales
2010,F,Sienna,1386,47,England & Wales
2010,M,Harvey,1698,47,England & Wales
2010,F,Emma,1373,48,England & Wales
2010,M,Nathan,1571,48,England & Wales
2010,F,Elizabeth,1356,49,England & Wales
2010,M,Jamie,1528,49,England & Wales
2010,F,Leah,1299,50,England & Wales
2010,M,Theo,1478,50,England & Wales
2010,F,Gracie,1293,51,England & Wales
2010,M,Zachary,1390,51,England & Wales
2010,F,Amber,1290,52,England & Wales
2010,M,Alex,1359,52,England & Wales
2010,F,Matilda,1273,53,England & Wales
2010,M,Michael,1353,53,England & Wales
2010,F,Florence,1177,54,England & Wales
2010,M,Toby,1330,54,England & Wales
2010,F,Amelie,1071,55,England & Wales
2010,M,Aaron,1326,55,England & Wales
2010,F,Georgia,1063,56,England & Wales
2010,M,Kai,1308,56,England & Wales
2010,F,Maya,1061,57,England & Wales
2010,M,Harley,1304,57,England & Wales
2010,F,Isabel,1057,58,England & Wales
2010,M,Sebastian,1242,58,England & Wales
2010,F,Bethany,1010,59,England & Wales
2010,F,Rosie,1010,59,England & Wales
2010,M,Owen,1238,59,England & Wales
2010,M,Leon,1204,60,England & Wales
2010,F,Eleanor,995,61,England & Wales
2010,M,Cameron,1191,61,England & Wales
2010,F,Sofia,992,62,England & Wales
2010,M,Charles,1152,62,England & Wales
2010,F,Anna,956,63,England & Wales
2010,F,Paige,956,63,England & Wales
2010,M,Ollie,1130,63,England & Wales
2010,M,David,1094,64,England & Wales
2010,F,Faith,947,65,England & Wales
2010,M,Rhys,1037,65,England & Wales
2010,F,Caitlin,928,66,England & Wales
2010,M,Aiden,1022,66,England & Wales
2010,F,Madison,926,67,England & Wales
2010,M,Mohammad,1020,67,England & Wales
2010,F,Lexie,895,68,England & Wales
2010,M,Finlay,981,68,England & Wales
2010,F,Hollie,869,69,England & Wales
2010,M,Louis,957,69,England & Wales
2010,F,Lauren,861,70,England & Wales
2010,M,Luca,953,70,England & Wales
2010,F,Emilia,856,71,England & Wales
2010,M,Reuben,931,71,England & Wales
2010,F,Keira,832,72,England & Wales
2010,M,Kian,930,72,England & Wales
2010,F,Skye,828,73,England & Wales
2010,M,Ben,924,73,England & Wales
2010,F,Esme,823,74,England & Wales
2010,M,Kyle,904,74,England & Wales
2010,M,Louie,904,74,England & Wales
2010,F,Isobel,817,75,England & Wales
2010,F,Zara,815,76,England & Wales
2010,M,Evan,892,76,England & Wales
2010,F,Julia,796,77,England & Wales
2010,M,Ashton,886,77,England & Wales
2010,F,Niamh,777,78,England & Wales
2010,M,Gabriel,874,78,England & Wales
2010,F,Tia,755,79,England & Wales
2010,M,Bailey,841,79,England & Wales
2010,F,Aimee,742,80,England & Wales
2010,M,Hayden,825,80,England & Wales
2010,F,Maddison,734,81,England & Wales
2010,M,Joel,802,81,England & Wales
2010,F,Rebecca,725,82,England & Wales
2010,M,Arthur,786,82,England & Wales
2010,F,Sarah,722,83,England & Wales
2010,M,Bobby,773,83,England & Wales
2010,F,Zoe,721,84,England & Wales
2010,M,Reece,771,84,England & Wales
2010,F,Martha,714,85,England & Wales
2010,M,Elliot,760,85,England & Wales
2010,F,Harriet,702,86,England & Wales
2010,M,Jude,757,86,England & Wales
2010,F,Evelyn,701,87,England & Wales
2010,M,Caleb,747,87,England & Wales
2010,F,Tilly,677,88,England & Wales
2010,M,Stanley,737,88,England & Wales
2010,F,Annabelle,659,89,England & Wales
2010,M,Kieran,723,89,England & Wales
2010,F,Rose,651,90,England & Wales
2010,M,Robert,721,90,England & Wales
2010,F,Maria,644,91,England & Wales
2010,M,Aidan,710,91,England & Wales
2010,F,Nicole,642,92,England & Wales
2010,M,Brandon,697,92,England & Wales
2010,F,Eliza,633,93,England & Wales
2010,F,Heidi,633,93,England & Wales
2010,M,Sam,692,93,England & Wales
2010,M,John,690,94,England & Wales
2010,F,Laila,616,95,England & Wales
2010,M,Frederick,688,95,England & Wales
2010,F,Aisha,614,96,England & Wales
2010,M,Jenson,686,96,England & Wales
2010,F,Alexandra,612,97,England & Wales
2010,M,Taylor,683,97,England & Wales
2010,F,Libby,599,98,England & Wales
2010,M,Dexter,676,98,England & Wales
2010,F,Maryam,587,99,England & Wales
2010,M,Kayden,671,99,England & Wales
2010,F,Maisy,584,100,England & Wales
2010,M,Bradley,668,100,England & Wales
2011,F,Amelia,5054,1,England & Wales
2011,M,Harry,7523,1,England & Wales
2011,F,Olivia,4938,2,England & Wales
2011,M,Oliver,7007,2,England & Wales
2011,F,Lily,4761,3,England & Wales
2011,M,Jack,6844,3,England & Wales
2011,F,Jessica,3984,4,England & Wales
2011,M,Alfie,5524,4,England & Wales
2011,F,Emily,3974,5,England & Wales
2011,M,Charlie,5516,5,England & Wales
2011,F,Sophie,3923,6,England & Wales
2011,M,Thomas,5353,6,England & Wales
2011,F,Ruby,3702,7,England & Wales
2011,M,Jacob,5047,7,England & Wales
2011,F,Grace,3691,8,England & Wales
2011,M,James,4945,8,England & Wales
2011,F,Ava,3621,9,England & Wales
2011,M,Joshua,4786,9,England & Wales
2011,F,Isabella,3464,10,England & Wales
2011,M,William,4632,10,England & Wales
2011,F,Evie,3385,11,England & Wales
2011,M,Ethan,4581,11,England & Wales
2011,F,Chloe,3347,12,England & Wales
2011,M,George,4347,12,England & Wales
2011,F,Mia,3346,13,England & Wales
2011,M,Riley,4226,13,England & Wales
2011,F,Poppy,2932,14,England & Wales
2011,M,Daniel,3928,14,England & Wales
2011,F,Isla,2849,15,England & Wales
2011,M,Samuel,3803,15,England & Wales
2011,F,Ella,2783,16,England & Wales
2011,M,Noah,3287,16,England & Wales
2011,F,Isabelle,2719,17,England & Wales
2011,M,Oscar,3251,17,England & Wales
2011,F,Sophia,2661,18,England & Wales
2011,M,Joseph,3089,18,England & Wales
2011,F,Freya,2619,19,England & Wales
2011,M,Mohammed,3054,19,England & Wales
2011,F,Daisy,2458,20,England & Wales
2011,M,Max,3043,20,England & Wales
2011,F,Charlotte,2390,21,England & Wales
2011,M,Dylan,2962,21,England & Wales
2011,F,Maisie,2230,22,England & Wales
2011,M,Muhammad,2854,22,England & Wales
2011,F,Lucy,2228,23,England & Wales
2011,M,Alexander,2819,23,England & Wales
2011,F,Phoebe,2008,24,England & Wales
2011,M,Archie,2805,24,England & Wales
2011,F,Scarlett,1987,25,England & Wales
2011,M,Benjamin,2789,25,England & Wales
2011,F,Holly,1971,26,England & Wales
2011,M,Lucas,2716,26,England & Wales
2011,F,Lilly,1950,27,England & Wales
2011,M,Leo,2664,27,England & Wales
2011,F,Ellie,1893,28,England & Wales
2011,M,Henry,2625,28,England & Wales
2011,F,Megan,1799,29,England & Wales
2011,M,Jake,2619,29,England & Wales
2011,F,Layla,1780,30,England & Wales
2011,M,Logan,2549,30,England & Wales
2011,F,Lola,1777,31,England & Wales
2011,M,Tyler,2520,31,England & Wales
2011,F,Imogen,1773,32,England & Wales
2011,M,Jayden,2353,32,England & Wales
2011,F,Eva,1714,33,England & Wales
2011,M,Isaac,2352,33,England & Wales
2011,F,Summer,1711,34,England & Wales
2011,M,Finley,2245,34,England & Wales
2011,F,Millie,1641,35,England & Wales
2011,M,Mason,2171,35,England & Wales
2011,F,Sienna,1585,36,England & Wales
2011,M,Ryan,2151,36,England & Wales
2011,F,Alice,1554,37,England & Wales
2011,M,Harrison,2122,37,England & Wales
2011,F,Abigail,1493,38,England & Wales
2011,M,Adam,2062,38,England & Wales
2011,F,Erin,1491,39,England & Wales
2011,M,Lewis,2035,39,England & Wales
2011,F,Lacey,1475,40,England & Wales
2011,M,Edward,1935,40,England & Wales
2011,F,Hannah,1462,41,England & Wales
2011,M,Luke,1830,41,England & Wales
2011,F,Jasmine,1429,42,England & Wales
2011,M,Freddie,1819,42,England & Wales
2011,F,Florence,1406,43,England & Wales
2011,M,Matthew,1743,43,England & Wales
2011,F,Elizabeth,1396,44,England & Wales
2011,M,Liam,1690,44,England & Wales
2011,F,Lexi,1324,45,England & Wales
2011,M,Zachary,1664,45,England & Wales
2011,F,Molly,1322,46,England & Wales
2011,M,Callum,1580,46,England & Wales
2011,F,Sofia,1249,47,England & Wales
2011,M,Sebastian,1493,47,England & Wales
2011,F,Matilda,1225,48,England & Wales
2011,M,Connor,1471,48,England & Wales
2011,F,Emma,1221,49,England & Wales
2011,M,Jamie,1445,49,England & Wales
2011,F,Brooke,1216,50,England & Wales
2011,M,Theo,1407,50,England & Wales
2011,F,Amy,1213,51,England & Wales
2011,M,Toby,1389,51,England & Wales
2011,F,Amber,1201,52,England & Wales
2011,M,Harvey,1388,52,England & Wales
2011,F,Gracie,1162,53,England & Wales
2011,M,Michael,1364,53,England & Wales
2011,F,Amelie,1128,54,England & Wales
2011,M,Nathan,1319,54,England & Wales
2011,F,Rosie,1124,55,England & Wales
2011,M,Harley,1308,55,England & Wales
2011,F,Leah,1120,56,England & Wales
2011,M,Kai,1211,56,England & Wales
2011,F,Katie,1105,57,England & Wales
2011,M,David,1163,57,England & Wales
2011,F,Maya,1072,58,England & Wales
2011,M,Aaron,1147,58,England & Wales
2011,F,Eleanor,1049,59,England & Wales
2011,M,Alex,1129,59,England & Wales
2011,F,Georgia,1022,60,England & Wales
2011,M,Charles,1090,60,England & Wales
2011,F,Emilia,1007,61,England & Wales
2011,M,Aiden,1077,61,England & Wales
2011,F,Eliza,955,62,England & Wales
2011,M,Leon,1069,62,England & Wales
2011,F,Faith,914,63,England & Wales
2011,M,Mohammad,1037,63,England & Wales
2011,F,Bethany,913,64,England & Wales
2011,M,Luca,982,64,England & Wales
2011,F,Evelyn,871,65,England & Wales
2011,M,Tommy,980,65,England & Wales
2011,F,Isabel,857,66,England & Wales
2011,M,Finlay,967,66,England & Wales
2011,F,Anna,827,67,England & Wales
2011,M,Jenson,966,67,England & Wales
2011,F,Hollie,825,68,England & Wales
2011,M,Arthur,961,68,England & Wales
2011,M,Louis,961,68,England & Wales
2011,F,Bella,823,69,England & Wales
2011,F,Paige,811,70,England & Wales
2011,M,Rhys,946,70,England & Wales
2011,F,Harriet,809,71,England & Wales
2011,M,Owen,943,71,England & Wales
2011,F,Esme,797,72,England & Wales
2011,M,Reuben,941,72,England & Wales
2011,F,Zara,790,73,England & Wales
2011,M,Ollie,933,73,England & Wales
2011,F,Lexie,788,74,England & Wales
2011,M,Louie,887,74,England & Wales
2011,F,Willow,772,75,England & Wales
2011,M,Gabriel,874,75,England & Wales
2011,F,Rose,764,76,England & Wales
2011,M,Bobby,869,76,England & Wales
2011,F,Madison,760,77,England & Wales
2011,M,Cameron,848,77,England & Wales
2011,F,Julia,759,78,England & Wales
2011,M,Dexter,833,78,England & Wales
2011,F,Annabelle,758,79,England & Wales
2011,M,Blake,831,79,England & Wales
2011,F,Isobel,754,80,England & Wales
2011,M,Stanley,824,80,England & Wales
2011,F,Niamh,733,81,England & Wales
2011,M,Kian,800,81,England & Wales
2011,F,Maddison,731,82,England & Wales
2011,M,Evan,770,82,England & Wales
2011,F,Martha,723,83,England & Wales
2011,M,Jude,764,83,England & Wales
2011,F,Skye,717,84,England & Wales
2011,M,Frankie,756,84,England & Wales
2011,F,Lauren,710,85,England & Wales
2011,M,Elliot,755,85,England & Wales
2011,F,Caitlin,708,86,England & Wales
2011,M,Hayden,747,86,England & Wales
2011,F,Elsie,699,87,England & Wales
2011,M,Ashton,727,87,England & Wales
2011,F,Keira,693,88,England & Wales
2011,F,Rebecca,693,88,England & Wales
2011,M,Joel,712,88,England & Wales
2011,M,Caleb,709,89,England & Wales
2011,F,Sarah,663,90,England & Wales
2011,M,Bailey,704,90,England & Wales
2011,F,Heidi,652,91,England & Wales
2011,M,Elijah,701,91,England & Wales
2011,F,Zoe,649,92,England & Wales
2011,M,Taylor,696,92,England & Wales
2011,F,Maria,628,93,England & Wales
2011,M,Robert,694,93,England & Wales
2011,F,Maryam,616,94,England & Wales
2011,M,Kayden,686,94,England & Wales
2011,F,Aisha,613,95,England & Wales
2011,F,Tia,613,95,England & Wales
2011,M,Kyle,683,95,England & Wales
2011,M,Frederick,669,96,England & Wales
2011,F,Nicole,605,97,England & Wales
2011,M,Ben,667,97,England & Wales
2011,F,Kayla,604,98,England & Wales
2011,M,Reece,656,98,England & Wales
2011,F,Francesca,602,99,England & Wales
2011,M,Jackson,647,99,England & Wales
2011,F,Lydia,589,100,England & Wales
2011,M,John,645,100,England & Wales
2012,F,Amelia,7061,1,England & Wales
2012,M,Harry,7168,1,England & Wales
2012,F,Olivia,4585,2,England & Wales
2012,M,Oliver,6669,2,England & Wales
2012,F,Jessica,4165,3,England & Wales
2012,M,Jack,6230,3,England & Wales
2012,F,Emily,4029,4,England & Wales
2012,M,Charlie,5571,4,England & Wales
2012,F,Lily,3802,5,England & Wales
2012,M,Jacob,5286,5,England & Wales
2012,F,Ava,3779,6,England & Wales
2012,M,Thomas,4893,6,England & Wales
2012,F,Mia,3524,7,England & Wales
2012,M,Alfie,4843,7,England & Wales
2012,F,Isla,3501,8,England & Wales
2012,M,Riley,4825,8,England & Wales
2012,F,Sophie,3496,9,England & Wales
2012,M,William,4590,9,England & Wales
2012,F,Isabella,3358,10,England & Wales
2012,M,James,4495,10,England & Wales
2012,F,Evie,3280,11,England & Wales
2012,M,Joshua,4444,11,England & Wales
2012,F,Ruby,3231,12,England & Wales
2012,M,George,4408,12,England & Wales
2012,F,Poppy,3203,13,England & Wales
2012,M,Ethan,4221,13,England & Wales
2012,F,Grace,3188,14,England & Wales
2012,M,Noah,3912,14,England & Wales
2012,F,Sophia,2855,15,England & Wales
2012,M,Samuel,3499,15,England & Wales
2012,F,Chloe,2776,16,England & Wales
2012,M,Daniel,3404,16,England & Wales
2012,F,Isabelle,2594,17,England & Wales
2012,M,Oscar,3289,17,England & Wales
2012,F,Ella,2559,18,England & Wales
2012,M,Max,3220,18,England & Wales
2012,F,Freya,2557,19,England & Wales
2012,M,Muhammad,3161,19,England & Wales
2012,F,Charlotte,2290,20,England & Wales
2012,M,Leo,3134,20,England & Wales
2012,F,Scarlett,2248,21,England & Wales
2012,M,Tyler,3125,21,England & Wales
2012,F,Daisy,2209,22,England & Wales
2012,M,Joseph,3074,22,England & Wales
2012,F,Lola,2010,23,England & Wales
2012,M,Archie,3062,23,England & Wales
2012,F,Eva,1946,24,England & Wales
2012,M,Henry,2928,24,England & Wales
2012,F,Holly,1937,25,England & Wales
2012,M,Lucas,2858,25,England & Wales
2012,F,Millie,1912,26,England & Wales
2012,M,Mohammed,2853,26,England & Wales
2012,F,Lucy,1908,27,England & Wales
2012,M,Alexander,2836,27,England & Wales
2012,F,Phoebe,1825,28,England & Wales
2012,M,Dylan,2800,28,England & Wales
2012,F,Layla,1796,29,England & Wales
2012,M,Logan,2700,29,England & Wales
2012,F,Maisie,1658,30,England & Wales
2012,M,Isaac,2682,30,England & Wales
2012,F,Sienna,1625,31,England & Wales
2012,M,Mason,2625,31,England & Wales
2012,F,Alice,1577,32,England & Wales
2012,M,Benjamin,2564,32,England & Wales
2012,F,Lilly,1536,33,England & Wales
2012,M,Jake,2423,33,England & Wales
2012,F,Florence,1531,34,England & Wales
2012,M,Finley,2248,34,England & Wales
2012,F,Ellie,1527,35,England & Wales
2012,M,Harrison,2224,35,England & Wales
2012,F,Erin,1504,36,England & Wales
2012,M,Edward,2088,36,England & Wales
2012,F,Imogen,1454,37,England & Wales
2012,M,Jayden,1977,37,England & Wales
2012,F,Elizabeth,1446,38,England & Wales
2012,M,Freddie,1936,38,England & Wales
2012,F,Molly,1434,39,England & Wales
2012,M,Adam,1907,39,England & Wales
2012,F,Summer,1408,40,England & Wales
2012,M,Zachary,1722,40,England & Wales
2012,F,Megan,1388,41,England & Wales
2012,M,Sebastian,1705,41,England & Wales
2012,F,Hannah,1357,42,England & Wales
2012,M,Ryan,1675,42,England & Wales
2012,F,Sofia,1336,43,England & Wales
2012,M,Lewis,1654,43,England & Wales
2012,F,Abigail,1316,44,England & Wales
2012,M,Theo,1629,44,England & Wales
2012,F,Jasmine,1313,45,England & Wales
2012,M,Luke,1557,45,England & Wales
2012,F,Lexi,1301,46,England & Wales
2012,M,Harley,1543,46,England & Wales
2012,F,Matilda,1284,47,England & Wales
2012,M,Matthew,1518,47,England & Wales
2012,F,Rosie,1263,48,England & Wales
2012,M,Harvey,1456,48,England & Wales
2012,F,Lacey,1220,49,England & Wales
2012,M,Toby,1398,49,England & Wales
2012,F,Emma,1149,50,England & Wales
2012,M,Liam,1374,50,England & Wales
2012,F,Amelie,1146,51,England & Wales
2012,M,Callum,1322,51,England & Wales
2012,F,Gracie,1104,52,England & Wales
2012,M,Arthur,1310,52,England & Wales
2012,F,Maya,1072,53,England & Wales
2012,M,Michael,1302,53,England & Wales
2012,F,Hollie,1062,54,England & Wales
2012,M,Jenson,1284,54,England & Wales
2012,F,Georgia,1055,55,England & Wales
2012,M,Tommy,1281,55,England & Wales
2012,F,Emilia,1050,56,England & Wales
2012,M,Nathan,1212,56,England & Wales
2012,F,Evelyn,1034,57,England & Wales
2012,M,Bobby,1186,57,England & Wales
2012,F,Bella,1027,58,England & Wales
2012,M,Connor,1152,58,England & Wales
2012,F,Brooke,1026,59,England & Wales
2012,M,David,1148,59,England & Wales
2012,F,Amber,1023,60,England & Wales
2012,M,Mohammad,1125,60,England & Wales
2012,F,Eliza,996,61,England & Wales
2012,M,Luca,1117,61,England & Wales
2012,F,Amy,995,62,England & Wales
2012,M,Charles,1088,62,England & Wales
2012,F,Eleanor,989,63,England & Wales
2012,M,Kai,1075,63,England & Wales
2012,F,Leah,944,64,England & Wales
2012,M,Jamie,1070,64,England & Wales
2012,F,Esme,934,65,England & Wales
2012,M,Alex,1064,65,England & Wales
2012,F,Katie,914,66,England & Wales
2012,M,Blake,1046,66,England & Wales
2012,M,Frankie,1046,66,England & Wales
2012,F,Harriet,904,67,England & Wales
2012,F,Anna,902,68,England & Wales
2012,M,Reuben,1014,68,England & Wales
2012,F,Willow,892,69,England & Wales
2012,M,Aaron,959,69,England & Wales
2012,F,Elsie,888,70,England & Wales
2012,M,Dexter,955,70,England & Wales
2012,F,Zara,886,71,England & Wales
2012,M,Jude,920,71,England & Wales
2012,F,Annabelle,884,72,England & Wales
2012,M,Leon,918,72,England & Wales
2012,F,Bethany,868,73,England & Wales
2012,F,Faith,868,73,England & Wales
2012,M,Ollie,907,73,England & Wales
2012,M,Stanley,890,74,England & Wales
2012,F,Madison,846,75,England & Wales
2012,M,Elliot,876,75,England & Wales
2012,F,Isabel,774,76,England & Wales
2012,M,Gabriel,858,76,England & Wales
2012,F,Martha,770,77,England & Wales
2012,M,Cameron,849,77,England & Wales
2012,F,Rose,764,78,England & Wales
2012,M,Owen,839,78,England & Wales
2012,F,Julia,751,79,England & Wales
2012,M,Louie,832,79,England & Wales
2012,F,Paige,715,80,England & Wales
2012,M,Aiden,825,80,England & Wales
2012,F,Maryam,700,81,England & Wales
2012,M,Louis,815,81,England & Wales
2012,F,Maddison,696,82,England & Wales
2012,M,Elijah,792,82,England & Wales
2012,F,Heidi,678,83,England & Wales
2012,M,Finlay,791,83,England & Wales
2012,F,Mollie,672,84,England & Wales
2012,F,Niamh,672,84,England & Wales
2012,M,Rhys,769,84,England & Wales
2012,M,Caleb,763,85,England & Wales
2012,F,Skye,666,86,England & Wales
2012,M,Evan,744,86,England & Wales
2012,F,Aisha,642,87,England & Wales
2012,M,Frederick,733,87,England & Wales
2012,F,Ivy,633,88,England & Wales
2012,M,Hugo,724,88,England & Wales
2012,F,Darcey,632,89,England & Wales
2012,M,Kian,701,89,England & Wales
2012,F,Francesca,622,90,England & Wales
2012,M,Sonny,686,90,England & Wales
2012,F,Zoe,620,91,England & Wales
2012,M,Seth,683,91,England & Wales
2012,F,Keira,610,92,England & Wales
2012,F,Tilly,610,92,England & Wales
2012,M,Kayden,678,92,England & Wales
2012,M,Taylor,677,93,England & Wales
2012,F,Maria,609,94,England & Wales
2012,M,Kyle,676,94,England & Wales
2012,F,Sarah,592,95,England & Wales
2012,M,Elliott,672,95,England & Wales
2012,F,Lydia,590,96,England & Wales
2012,M,Robert,660,96,England & Wales
2012,F,Caitlin,589,97,England & Wales
2012,M,Theodore,655,97,England & Wales
2012,F,Isobel,585,98,England & Wales
2012,M,Bailey,646,98,England & Wales
2012,F,Sara,584,99,England & Wales
2012,M,Rory,642,99,England & Wales
2012,F,Violet,580,100,England & Wales
2012,M,Ellis,627,100,England & Wales
2013,F,Amelia,5570,1,England & Wales
2013,M,Oliver,6949,1,England & Wales
2013,F,Olivia,4598,2,England & Wales
2013,M,Jack,6212,2,England & Wales
2013,F,Emily,4049,3,England & Wales
2013,M,Harry,5888,3,England & Wales
2013,F,Ava,3575,4,England & Wales
2013,M,Jacob,5126,4,England & Wales
2013,F,Isla,3526,5,England & Wales
2013,M,Charlie,5039,5,England & Wales
2013,F,Jessica,3507,6,England & Wales
2013,M,Thomas,4591,6,England & Wales
2013,F,Poppy,3422,7,England & Wales
2013,M,Oscar,4511,7,England & Wales
2013,F,Isabella,3246,8,England & Wales
2013,M,William,4268,8,England & Wales
2013,F,Sophie,3013,9,England & Wales
